,Area Name,Occupational Code,Occupation,Naics Code,Industry,Year,Employment,Employment Relative Standard Error,Response Rate(%),Hourly wage; mean,Annual wage; mean,Wage Relative Standard Error,Hourly wage; 10th percentile,Hourly wage; 25th percentile,Hourly wage; median,Hourly wage; 75th percentile,Hourly wage; 90th percentile,Annual wage; 10th percentile,Annual wage; 25th percentile,Annual wage; median,Annual wage; 75th percentile,Annual wage; 90th percentile,NLP_Category
714,North Carolina,33-3041,Parking Enforcement Workers,0,"Cross-industry, private, federal, state, and local",2022,100,29.7,52,$17.03,"$35,410",3.4,$13.18,$14.35,$17.13,$19.25,$20.91,"$27,420","$29,840","$35,630","$40,030","$43,500",Entry level and Non-tech
715,North Carolina,43-4031,"Court, Municipal, and License Clerks",0,"Cross-industry, private, federal, state, and local",2022,"4,030",1.9,53,$19.45,"$40,450",0.6,$14.82,$16.74,$18.82,$21.96,$24.26,"$30,830","$34,820","$39,150","$45,670","$50,460",Entry level and Non-tech
716,North Carolina,25-1124,"Foreign Language and Literature Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,650,1.4,53,*,"$69,200",0.6,*,*,*,*,*,"$47,020","$50,770","$65,680","$75,560","$100,580",Entry level and Non-tech
717,North Carolina,25-1069,"Social Sciences Teachers, Postsecondary, All Other",0,"Cross-industry, private, federal, state, and local",2022,560,7.1,53,*,"$75,230",1.8,*,*,*,*,*,"$46,100","$59,000","$64,890","$80,150","$131,440",Entry level and Non-tech
718,North Carolina,29-2031,Cardiovascular Technologists and Technicians,0,"Cross-industry, private, federal, state, and local",2022,"1,420",1.1,54,$28.99,"$60,300",0.6,$15.24,$18.26,$29.66,$38.27,$45.50,"$31,690","$37,970","$61,700","$79,600","$94,630",Non Entry level and Tech
719,North Carolina,25-1066,"Psychology Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,"1,030",1.7,54,*,"$76,450",0.8,*,*,*,*,*,"$45,860","$53,270","$65,860","$85,290","$118,240",Entry level and Non-tech
720,North Carolina,19-1032,Foresters,0,"Cross-industry, private, federal, state, and local",2022,260,10.7,54,$30.39,"$63,210",2.7,$19.73,$25.48,$28.29,$35.77,$40.32,"$41,040","$53,000","$58,840","$74,400","$83,870",Entry level and Non-tech
721,North Carolina,33-3051,Police and Sheriff's Patrol Officers,0,"Cross-industry, private, federal, state, and local",2022,"20,480",0.9,55,$24.67,"$51,310",0.4,$17.90,$19.96,$23.20,$28.88,$33.77,"$37,230","$41,520","$48,260","$60,070","$70,240",Entry level and Non-tech
722,North Carolina,19-4061,Social Science Research Assistants,0,"Cross-industry, private, federal, state, and local",2022,"2,920",0.7,55,$26.03,"$54,150",1.0,$18.65,$23.28,$24.06,$29.12,$38.03,"$38,800","$48,430","$50,040","$60,570","$79,100",Entry level and Non-tech
723,North Carolina,25-4031,Library Technicians,0,"Cross-industry, private, federal, state, and local",2022,"1,920",1.9,55,$18.39,"$38,260",0.9,$13.67,$15.67,$18.12,$20.58,$23.39,"$28,420","$32,590","$37,690","$42,800","$48,650",Non Entry level and Tech
724,North Carolina,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,"1,460",2.1,55,*,"$60,700",1.4,*,*,*,*,*,"$44,520","$51,420","$60,260","$65,480","$83,980",Entry level and Non-tech
725,North Carolina,25-1021,"Computer Science Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,"1,400",0.9,55,*,"$80,630",0.8,*,*,*,*,*,"$46,790","$58,390","$68,010","$94,760","$133,480",Non Entry level and Tech
726,North Carolina,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,960,1.2,55,*,"$66,050",0.7,*,*,*,*,*,"$39,430","$48,980","$64,080","$79,470","$96,010",Entry level and Non-tech
727,North Carolina,27-4099,"Media and Communication Equipment Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,200,6.2,55,$39.56,"$82,290",2.4,$18.62,$31.03,$39.26,$47.06,$56.23,"$38,740","$64,540","$81,660","$97,880","$116,960",Non Entry level and Tech
728,North Carolina,29-9092,Genetic Counselors,0,"Cross-industry, private, federal, state, and local",2022,120,2.3,55,$40.86,"$84,990",0.4,$30.94,$37.86,$40.95,$45.54,$48.92,"$64,360","$78,760","$85,170","$94,720","$101,740",Entry level and Tech
729,North Carolina,43-4061,"Eligibility Interviewers, Government Programs",0,"Cross-industry, private, federal, state, and local",2022,"6,820",1.5,56,$19.73,"$41,040",0.3,$15.46,$17.75,$18.83,$22.15,$23.72,"$32,160","$36,920","$39,160","$46,070","$49,330",Entry level and Non-tech
730,North Carolina,51-3099,"Food Processing Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,"2,370",2.6,56,$16.75,"$34,840",0.9,$13.48,$16.43,$16.43,$16.43,$18.34,"$28,030","$34,180","$34,180","$34,180","$38,140",Entry level and Non-tech
731,North Carolina,29-1124,Radiation Therapists,0,"Cross-industry, private, federal, state, and local",2022,520,4.5,56,$48.10,"$100,050",9.2,$31.32,$36.22,$39.29,$47.45,$54.67,"$65,140","$75,330","$81,730","$98,700","$113,720",Non Entry level and Tech
732,North Carolina,25-1065,"Political Science Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,500,0.9,56,*,"$93,500",0.6,*,*,*,*,*,"$49,330","$61,770","$82,420","$106,920","$160,000",Entry level and Non-tech
733,North Carolina,51-8012,Power Distributors and Dispatchers,0,"Cross-industry, private, federal, state, and local",2022,90,26.2,56,$44.11,"$91,740",3.4,$29.43,$30.77,$39.52,$55.12,$63.62,"$61,220","$64,010","$82,200","$114,660","$132,330",Non Entry level and Non-tech
734,North Carolina,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",0,"Cross-industry, private, federal, state, and local",2022,20,24.1,56,$26.05,"$54,190",11.5,$16.34,$16.39,$26.49,$30.43,$30.72,"$33,980","$34,080","$55,100","$63,290","$63,900",Non Entry level and Tech
735,North Carolina,15-2099,"Mathematical Science Occupations, All Other",0,"Cross-industry, private, federal, state, and local",2022,10,38.6,56,$49.81,"$103,610",23.5,$34.03,$34.03,$34.11,$61.71,$87.16,"$70,790","$70,790","$70,940","$128,350","$181,290",Non Entry level and Tech
736,North Carolina,33-9099,"Protective Service Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,960,3.5,57,$21.11,"$43,910",0.9,$14.18,$16.82,$18.26,$22.66,$29.41,"$29,480","$34,990","$37,980","$47,120","$61,170",Entry level and Non-tech
737,North Carolina,25-1113,"Social Work Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,920,1.0,57,*,"$70,460",0.8,*,*,*,*,*,"$32,470","$49,100","$66,510","$84,790","$109,610",Entry level and Non-tech
738,North Carolina,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,30,10.4,57,*,"$57,130",2.8,*,*,*,*,*,"$40,390","$47,650","$59,800","$65,150","$69,240",Entry level and Non-tech
739,North Carolina,25-1082,"Library Science Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,370,1.0,58,*,"$71,900",0.7,*,*,*,*,*,"$42,490","$52,080","$66,020","$84,270","$100,840",Entry level and Non-tech
740,North Carolina,43-4199,"Information and Record Clerks, All Other",0,"Cross-industry, private, federal, state, and local",2022,"3,070",2.2,59,$18.51,"$38,510",1.1,$11.34,$13.18,$17.75,$23.22,$26.98,"$23,590","$27,410","$36,920","$48,300","$56,120",Entry level and Non-tech
741,North Carolina,25-1112,"Law Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,330,0.7,59,*,"$142,570",0.5,*,*,*,*,*,"$46,730","$76,800","$131,910","$185,310",*,Entry level and Non-tech
742,North Carolina,47-4051,Highway Maintenance Workers,0,"Cross-industry, private, federal, state, and local",2022,"3,190",2.6,60,$20.23,"$42,080",0.4,$15.95,$18.85,$18.85,$21.99,$24.95,"$33,170","$39,210","$39,210","$45,740","$51,900",Non Entry level and Tech
743,North Carolina,25-1022,"Mathematical Science Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,"1,840",0.6,60,*,"$77,050",0.6,*,*,*,*,*,"$46,280","$52,090","$65,760","$83,550","$122,260",Non Entry level and Tech
744,North Carolina,25-1041,"Agricultural Sciences Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,410,0.7,60,*,"$111,790",1.3,*,*,*,*,*,"$63,760","$83,920","$107,780","$139,000","$175,970",Entry level and Non-tech
745,North Carolina,23-2099,"Legal Support Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,810,2.6,61,$35.97,"$74,830",1.2,$16.91,$20.51,$26.99,$53.66,$71.59,"$35,170","$42,660","$56,140","$111,610","$148,910",Entry level and Non-tech
746,North Carolina,25-1042,"Biological Science Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,"1,590",1.1,62,*,"$80,160",0.6,*,*,*,*,*,"$49,420","$53,530","$66,580","$85,510","$132,170",Entry level and Non-tech
747,North Carolina,19-3051,Urban and Regional Planners,0,"Cross-industry, private, federal, state, and local",2022,"1,410",4.1,62,$34.65,"$72,070",1.2,$23.57,$28.38,$31.83,$39.15,$48.93,"$49,020","$59,020","$66,210","$81,420","$101,770",Non Entry level and Tech
748,North Carolina,25-1125,"History Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,710,1.5,62,*,"$77,330",0.7,*,*,*,*,*,"$48,830","$57,180","$68,840","$85,130","$105,880",Entry level and Non-tech
749,North Carolina,25-1053,"Environmental Science Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,250,0.6,62,*,"$96,730",0.8,*,*,*,*,*,"$48,600","$64,830","$84,430","$130,820","$160,780",Non Entry level and Tech
750,North Carolina,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,440,0.4,64,*,"$85,060",0.7,*,*,*,*,*,"$48,420","$62,360","$79,320","$96,830","$132,980",Entry level and Non-tech
751,North Carolina,25-4013,Museum Technicians and Conservators,0,"Cross-industry, private, federal, state, and local",2022,260,2.9,64,$17.51,"$36,420",0.7,$11.32,$13.92,$15.94,$18.99,$25.41,"$23,550","$28,960","$33,160","$39,500","$52,860",Non Entry level and Tech
752,North Carolina,29-1125,Recreational Therapists,0,"Cross-industry, private, federal, state, and local",2022,400,1.5,65,$24.97,"$51,940",0.4,$19.23,$20.34,$23.35,$28.62,$34.97,"$40,000","$42,310","$48,560","$59,520","$72,740",Non Entry level and Tech
753,North Carolina,33-1012,First-Line Supervisors of Police and Detectives,0,"Cross-industry, private, federal, state, and local",2022,"4,810",1.4,66,$34.93,"$72,650",0.5,$22.42,$26.18,$32.76,$41.15,$48.47,"$46,640","$54,450","$68,140","$85,590","$100,830",Entry level and Non-tech
754,North Carolina,25-1067,"Sociology Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,440,1.6,66,*,"$78,990",0.6,*,*,*,*,*,"$44,580","$51,570","$66,160","$83,000","$125,900",Entry level and Non-tech
755,North Carolina,19-3039,"Psychologists, All Other",0,"Cross-industry, private, federal, state, and local",2022,450,10.0,67,$45.18,"$93,970",4.0,$21.82,$33.13,$49.90,$56.66,$60.05,"$45,380","$68,910","$103,790","$117,850","$124,900",Non Entry level and Tech
756,North Carolina,25-1064,"Geography Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,160,0.4,67,*,"$85,000",0.7,*,*,*,*,*,"$60,510","$68,070","$85,170","$93,120","$109,190",Entry level and Non-tech
757,North Carolina,19-4044,Hydrologic Technicians,0,"Cross-industry, private, federal, state, and local",2022,130,8.0,67,$24.15,"$50,230",0.6,$17.65,$18.75,$21.53,$26.62,$37.73,"$36,710","$39,000","$44,780","$55,370","$78,480",Non Entry level and Tech
758,North Carolina,25-1032,"Engineering Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,"1,290",0.4,68,*,*,0.7,*,*,*,*,*,*,*,*,*,*,Non Entry level and Tech
759,North Carolina,25-1122,"Communications Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,870,0.8,68,*,"$68,640",0.5,*,*,*,*,*,"$45,800","$51,620","$64,580","$81,370","$98,060",Entry level and Non-tech
760,North Carolina,25-1054,"Physics Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,320,1.7,68,*,"$87,410",0.6,*,*,*,*,*,"$49,600","$60,500","$79,460","$102,910","$130,520",Non Entry level and Tech
761,North Carolina,43-5031,Public Safety Telecommunicators,0,"Cross-industry, private, federal, state, and local",2022,"3,630",1.8,69,$19.13,"$39,780",0.2,$15.06,$16.84,$18.61,$21.69,$23.88,"$31,320","$35,030","$38,700","$45,120","$49,680",Non Entry level and Tech
762,North Carolina,31-1132,Orderlies,0,"Cross-industry, private, federal, state, and local",2022,"1,210",0.3,69,$15.97,"$33,220",0.2,$13.48,$15.15,$16.42,$17.18,$17.45,"$28,040","$31,510","$34,160","$35,730","$36,290",Entry level and Tech
763,North Carolina,33-3012,Correctional Officers and Jailers,0,"Cross-industry, private, federal, state, and local",2022,"13,500",0.9,70,$19.57,"$40,710",0.2,$15.92,$16.86,$18.61,$21.02,$24.20,"$33,110","$35,070","$38,710","$43,730","$50,330",Entry level and Non-tech
764,North Carolina,25-1052,"Chemistry Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,850,0.3,71,*,"$86,770",0.6,*,*,*,*,*,"$50,000","$62,390","$82,190","$98,010","$129,750",Entry level and Non-tech
765,North Carolina,53-2022,Airfield Operations Specialists,0,"Cross-industry, private, federal, state, and local",2022,180,5.1,71,$20.14,"$41,890",1.8,$14.18,$16.01,$19.16,$22.37,$27.35,"$29,490","$33,310","$39,840","$46,540","$56,880",Non Entry level and Tech
766,North Carolina,25-4011,Archivists,0,"Cross-industry, private, federal, state, and local",2022,100,3.0,71,$27.16,"$56,500",1.1,$20.40,$21.51,$24.66,$28.35,$41.21,"$42,430","$44,740","$51,290","$58,960","$85,720",Non Entry level and Tech
767,North Carolina,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,270,1.3,72,*,"$93,750",0.7,*,*,*,*,*,"$54,230","$64,940","$82,490","$108,610","$159,940",Entry level and Non-tech
768,North Carolina,25-1031,"Architecture Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,160,0.9,73,*,"$79,910",1.2,*,*,*,*,*,"$25,390","$54,020","$82,440","$106,140","$108,820",Entry level and Non-tech
769,North Carolina,25-1063,"Economics Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,420,0.5,75,*,"$122,150",0.6,*,*,*,*,*,"$50,810","$71,920","$102,000","$134,730","$221,240",Entry level and Non-tech
770,North Carolina,33-2021,Fire Inspectors and Investigators,0,"Cross-industry, private, federal, state, and local",2022,520,5.5,76,$28.65,"$59,600",1.4,$19.14,$22.90,$28.70,$33.96,$37.59,"$39,820","$47,640","$59,700","$70,650","$78,200",Entry level and Tech
771,North Carolina,11-9072,"Entertainment and Recreation Managers, Except Gambling",0,"Cross-industry, private, federal, state, and local",2022,210,5.6,76,$42.73,"$88,880",1.6,$27.20,$34.78,$39.08,$48.65,$62.53,"$56,580","$72,350","$81,290","$101,190","$130,060",Non Entry level and Non-tech
772,North Carolina,19-2043,Hydrologists,0,"Cross-industry, private, federal, state, and local",2022,130,6.3,76,$33.60,"$69,880",3.4,$26.36,$28.30,$31.13,$34.47,$49.60,"$54,830","$58,860","$64,750","$71,700","$103,170",Non Entry level and Tech
773,North Carolina,33-3011,Bailiffs,0,"Cross-industry, private, federal, state, and local",2022,160,4.4,77,$18.39,"$38,240",1.2,$13.23,$14.61,$18.36,$21.12,$22.64,"$27,520","$30,390","$38,200","$43,920","$47,100",Entry level and Non-tech
774,North Carolina,27-3092,Court Reporters and Simultaneous Captioners,0,"Cross-industry, private, federal, state, and local",2022,140,8.2,77,$28.75,"$59,790",2.6,$21.05,$24.50,$28.37,$33.85,$38.47,"$43,780","$50,960","$59,010","$70,410","$80,020",Non Entry level and Non-tech
775,North Carolina,19-2021,Atmospheric and Space Scientists,0,"Cross-industry, private, federal, state, and local",2022,100,3.9,77,$48.40,"$100,670",0.9,$31.83,$39.42,$49.56,$55.95,$63.24,"$66,210","$81,990","$103,080","$116,380","$131,540",Non Entry level and Tech
776,North Carolina,33-9093,Transportation Security Screeners,0,"Cross-industry, private, federal, state, and local",2022,"1,210",0.1,78,$21.65,"$45,020",0.1,$17.65,$19.90,$21.71,$23.56,$25.31,"$36,710","$41,390","$45,160","$49,000","$52,640",Non Entry level and Tech
777,North Carolina,19-4071,Forest and Conservation Technicians,0,"Cross-industry, private, federal, state, and local",2022,660,3.4,79,$20.95,"$43,580",0.7,$15.75,$17.24,$20.05,$23.14,$28.29,"$32,760","$35,860","$41,700","$48,130","$58,840",Non Entry level and Tech
778,North Carolina,29-2036,Medical Dosimetrists,0,"Cross-industry, private, federal, state, and local",2022,130,0.7,80,$55.83,"$116,130",0.3,$25.48,$49.29,$61.71,$65.89,$68.90,"$53,000","$102,530","$128,360","$137,050","$143,310",Non Entry level and Tech
779,North Carolina,21-1092,Probation Officers and Correctional Treatment Specialists,0,"Cross-industry, private, federal, state, and local",2022,"3,300",0.5,82,$21.73,"$45,190",0.2,$17.20,$18.84,$21.77,$23.54,$26.75,"$35,780","$39,190","$45,280","$48,960","$55,640",Entry level and Non-tech
780,North Carolina,33-3021,Detectives and Criminal Investigators,0,"Cross-industry, private, federal, state, and local",2022,"3,060",1.2,82,$31.80,"$66,150",0.4,$20.86,$23.17,$26.62,$32.53,$59.02,"$43,400","$48,200","$55,360","$67,650","$122,760",Entry level and Non-tech
781,North Carolina,11-9161,Emergency Management Directors,0,"Cross-industry, private, federal, state, and local",2022,370,2.2,83,$36.10,"$75,090",0.5,$24.75,$28.64,$33.76,$40.58,$50.42,"$51,470","$59,570","$70,210","$84,400","$104,870",Non Entry level and Non-tech
782,North Carolina,25-1061,"Anthropology and Archeology Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,220,1.9,83,*,"$85,270",0.8,*,*,*,*,*,"$51,700","$60,670","$75,230","$97,510","$132,110",Entry level and Non-tech
783,North Carolina,43-9111,Statistical Assistants,0,"Cross-industry, private, federal, state, and local",2022,10,1.9,83,$23.32,"$48,500",1.3,$19.04,$19.72,$22.93,$29.37,$29.37,"$39,610","$41,010","$47,690","$61,090","$61,090",Entry level and Non-tech
784,North Carolina,33-1011,First-Line Supervisors of Correctional Officers,0,"Cross-industry, private, federal, state, and local",2022,"1,440",1.2,84,$28.24,"$58,740",0.3,$20.97,$23.33,$27.06,$30.30,$38.36,"$43,620","$48,520","$56,280","$63,020","$79,800",Entry level and Non-tech
